,State,City,Station,displayname,nolookupname,latlong,point,latitude,longitude,latlongnolookup
145,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","Khadakpada, Kalyan, Maharashtra","Kalyan, Maharashtra, India","Khadakpada, Kalyan Dombivali Municipal Corporation, Kalyan, Thane, Maharashtra, 421308, India","(19.2525044, 73.1373763, 0.0)",19.2525044,73.1373763,
146,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","Bandra Kurla Complex, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Bandra Kurla Complex, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400 051, India","(19.067115, 72.8657245, 0.0)",19.067115,72.8657245,
147,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB","Bandra, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Bandra, Gurunanak Marg (Turner Road), Bandra West, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 40051, India","(19.0549792, 72.8402203, 0.0)",19.0549792,72.8402203,
148,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","Borivali East, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Borivali East, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400066, India","(19.2267228, 72.8619328, 0.0)",19.2267228,72.8619328,
149,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","Borivali East, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Borivali East, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400066, India","(19.2267228, 72.8619328, 0.0)",19.2267228,72.8619328,
150,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","Chhatrapati Shivaji Intl. Airport (T2), Mumbai, Maharashtra","Mumbai, Maharashtra, India",,"(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,"Mumbai, Mumbai City, Maharashtra, India"
151,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","Colaba, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Colaba, Zone 1, Mumbai, Mumbai City, Maharashtra, 400005, India","(18.915091, 72.8259691, 0.0)",18.915091,72.8259691,
152,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","Deonar, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Deonar, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400071, India","(19.0475502, 72.9051895, 0.0)",19.0475502,72.9051895,
153,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","Kurla, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Kurla, S G Barve Marg, Naware Baug Jagruti Nagar, L Ward, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400024, India","(19.0652797, 72.8793805, 0.0)",19.0652797,72.8793805,
154,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","Malad West, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Malad West, Zone 4, Mumbai, Mumbai Suburban, Maharashtra, 400064, India","(19.1840129, 72.8412155, 0.0)",19.1840129,72.8412155,
155,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","Mazgaon, Mumbai, Maharashtra","Mumbai, Maharashtra, India","GST Bhavan, Shivdas Champsi Marg (Mazagoan Road), E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400009, India","(18.9680519, 72.84001187036267, 0.0)",18.9680519,72.84001187,
156,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","Navy Nagar-Colaba, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Old Navy Nagar, Colaba, Zone 1, Mumbai, Mumbai City, Maharashtra, 400005, India","(18.9097659, 72.8098311, 0.0)",18.9097659,72.8098311,
157,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","Powai, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Powai, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400076, India","(19.1187195, 72.9073476, 0.0)",19.1187195,72.9073476,
158,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","Sion, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Sion, Sion Bandra Link Road, Sion Koliwada, F/N Ward, Zone 2, Mumbai, Mumbai City, Maharashtra, 400022, India","(19.0465213, 72.8632834, 0.0)",19.0465213,72.8632834,
159,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","Vasai West, Mumbai, Maharashtra","Mumbai, Maharashtra, India",,"(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,"Mumbai, Mumbai City, Maharashtra, India"
160,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","Vile Parle West, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Vile Parle West, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400049, India","(19.1038725, 72.8402903, 0.0)",19.1038725,72.8402903,
161,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","Worli, Mumbai, Maharashtra","Mumbai, Maharashtra, India","Worli, Zone 2, Mumbai, Mumbai City, Maharashtra, 400030, India","(19.0116962, 72.8180702, 0.0)",19.0116962,72.8180702,
162,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","Opp GPO Civil Lines, Nagpur, Maharashtra","Nagpur, Maharashtra, India",,"(21.1498134, 79.0820556, 0.0)",21.1498134,79.0820556,"Nagpur Urban Taluka, Nagpur District, Maharashtra, India"
163,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","Gangapur Road, Nashik, Maharashtra","Nashik, Maharashtra, India","Gangapur Road, Satpur, Gangapur, Nashik, Maharashtra, 422222, India","(20.0313391, 73.700294, 0.0)",20.0313391,73.700294,
164,Maharashtra,Navi Mumbai,"Airoli, Navi Mumbai - MPCB","Airoli, Navi Mumbai, Maharashtra","Navi Mumbai, Maharashtra, India",,"(19.0308262, 73.0198537, 0.0)",19.0308262,73.0198537,"Navi Mumbai, Thane, Maharashtra, 400706, India"
165,Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB","Mahape, Navi Mumbai, Maharashtra","Navi Mumbai, Maharashtra, India","Mahape Petrol Pump, South Central Road, Turbhe, Navi Mumbai, Thane, Maharashtra, 400710, India","(19.1113298, 73.0214877, 0.0)",19.1113298,73.0214877,
166,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB","Nerul, Navi Mumbai, Maharashtra","Navi Mumbai, Maharashtra, India","Nerul, Mata Amritanandamayi Marg, Nerul West, Navi Mumbai, Thane, Maharashtra, 400706, India","(19.033611800000003, 73.01813957492513, 0.0)",19.0336118,73.01813957,
167,Maharashtra,Navi Mumbai,"Sector-19A Nerul, Navi Mumbai - IITM","Sector-19A Nerul, Navi Mumbai, Maharashtra","Navi Mumbai, Maharashtra, India","Nerul Sector 46/48 NMMT Bus Depot, Seawoods Service Road, Sector-46, Seawoods West, Navi Mumbai, Thane, Maharashtra, 400706, India","(19.0078649, 73.0163469, 0.0)",19.0078649,73.0163469,
168,Maharashtra,Pune,"Bhosari, Pune - IITM","Bhosari, Pune, Maharashtra","Pune, Maharashtra, India","Bhosari, Haveli, Pune District, Maharashtra, 411026, India","(18.6210093, 73.8501298, 0.0)",18.6210093,73.8501298,
169,Maharashtra,Pune,"Karve Road, Pune - MPCB","Karve Road, Pune, Maharashtra","Pune, Maharashtra, India","Karve Road, Kothrud, Pune City, Pune District, Maharashtra, 411038, India","(18.4994763, 73.8137326, 0.0)",18.4994763,73.8137326,
170,Maharashtra,Pune,"Mhada Colony, Pune - IITM","Mhada Colony, Pune, Maharashtra","Pune, Maharashtra, India","Mhada Colony, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400081, India","(19.1656942, 72.9662251, 0.0)",19.1656942,72.9662251,
171,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","Revenue Colony-Shivajinagar, Pune, Maharashtra","Pune, Maharashtra, India","Shivajinagar, MSRTC Depot, Shivajinagar, Pune City, Pune District, Maharashtra, 411001, India","(18.5322493, 73.8499601124847, 0.0)",18.5322493,73.84996011,
172,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","Transport Nagar-Nigdi, Pune, Maharashtra","Pune, Maharashtra, India",,"(18.521428, 73.8544541, 0.0)",18.521428,73.8544541,"Pune City, Pune, Pune District, Maharashtra, India"
173,Maharashtra,Solapur,"Solapur, Solapur - MPCB","Solapur, Solapur, Maharashtra","Solapur, Maharashtra, India","Solapur, Solapur North, Solapur, Maharashtra, 413001, India","(17.6715272, 75.8975502, 0.0)",17.6715272,75.8975502,
174,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB","Pimpleshwar Mandir, Thane, Maharashtra","Thane, Maharashtra, India",,"(19.1943294, 72.9701779, 0.0)",19.1943294,72.9701779,"Thane, Maharashtra, India"
175,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","Lumpyngngad, Shillong, Meghalaya","Shillong, Meghalaya, India",,"(25.5760446, 91.8825282, 0.0)",25.5760446,91.8825282,"Shillong, Police Bazar Road, Mawkhar, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India"
176,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","Sikulpuikawn, Aizawl, Mizoram","Aizawl, Mizoram, India",,"(23.7414092, 92.7209297, 0.0)",23.7414092,92.7209297,"Aizawl, Tlangnuam, Aizwal, Mizoram, 796190, India"
177,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","PWD Juction, Kohima, Nagaland","Kohima, Nagaland, India",,"(25.75, 94.166667, 0.0)",25.75,94.166667,"Kohima, Kohima, Nagaland, India"
178,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","GM Office, Brajrajnagar, Odisha","Brajrajnagar, Odisha, India",,"(21.82, 83.92, 0.0)",21.82,83.92,
179,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","Talcher Coalfields,Talcher, Odisha","Talcher, Odisha, India",,"(20.9458183, 85.2111736, 0.0)",20.9458183,85.2111736,"Talcher, Colliery, Anugul, Odisha, 759100, India"
180,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","Golden Temple, Amritsar, Punjab","Amritsar, Punjab, India","Shri Harmandir Sahib, Golden Temple Road, Sharifpura, Hussainpura, Amritsar, Amritsar I Tahsil, Amritsar, Punjab, 143001, India","(31.61997565, 74.87654076032885, 0.0)",31.61997565,74.87654076,
181,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","Hardev Nagar, Bathinda, Punjab","Bathinda, Punjab, India",,"(30.17911535, 75.04710156312628, 0.0)",30.17911535,75.04710156,"Bathinda, Punjab, India"
182,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","Civil Line, Jalandhar, Punjab","Jalandhar, Punjab, India","civil hospital road, Shahkot, Shahkot Tahsil, Jalandhar, Punjab, 144702, India","(31.0804396, 75.3362241, 0.0)",31.0804396,75.3362241,
183,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","Kalal Majra, Khanna, Punjab","Khanna, Punjab, India","Kalal Majra, Samrala Tahsil, Ludhiana, Punjab, India","(30.7421169, 76.202729, 0.0)",30.7421169,76.202729,
184,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB","Punjab Agricultural University, Ludhiana, Punjab","Ludhiana, Punjab, India","Punjab Agricultural University, Ferozepur Road, Punjab Mata Nagar, Gurudev Nagar, Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141004, India","(30.9040094, 75.8004222421504, 0.0)",30.9040094,75.80042224,
185,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB","RIMT University, Mandi Gobindgarh, Punjab","Mandi Gobindgarh, Punjab, India",,"(30.6518301, 76.2998708, 0.0)",30.6518301,76.2998708,"Mandi Gobindgarh, Amloh Tahsil, Fategarh Sahib, Punjab, 147301, India"
186,Punjab,Patiala,"Model Town, Patiala - PPCB","Model Town, Patiala, Punjab","Patiala, Punjab, India","Patiala, Patiala Tahsil, Patiala, Punjab, India","(30.3295605, 76.4127819, 0.0)",30.3295605,76.4127819,
187,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","Ratanpura, Rupnagar, Punjab","Rupnagar, Punjab, India",,"(31.09168085, 76.5272673916138, 0.0)",31.09168085,76.52726739,"Rupnagar, Punjab, India"
188,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","Civil Lines,  Ajmer, Rajasthan","Ajmer, Rajasthan, India","Civil Lines, Ajmer Road, Gayatri Nagar, Sodala, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302006, India","(26.909479, 75.7809175, 0.0)",26.909479,75.7809175,
189,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","Moti Doongri, Alwar, Rajasthan","Alwar, Rajasthan, India",,"(27.639077049999997, 76.6144524902045, 0.0)",27.63907705,76.61445249,"Alwar, Rajasthan, India"
190,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","RIICO Ind. Area III, Bhiwadi, Rajasthan","Bhiwadi, Rajasthan, India",,"(28.2039413, 76.837441, 0.0)",28.2039413,76.837441,"Bhiwadi, Tijara Tehsil, Alwar, Rajasthan, 301019, India"
191,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","Adarsh Nagar, Jaipur, Rajasthan","Jaipur, Rajasthan, India","Adarsh Nagar, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302004, India","(26.8986698, 75.8163567, 0.0)",26.8986698,75.8163567,
192,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","Police Commissionerate, Jaipur, Rajasthan","Jaipur, Rajasthan, India","Police Commissionerate Jaipur, MI Road, Ashok Marg, Chandpole, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","(26.9160258, 75.80153943639459, 0.0)",26.9160258,75.80153944,
193,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","Shastri Nagar, Jaipur, Rajasthan","Jaipur, Rajasthan, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","(26.916194, 75.820349, 0.0)",26.916194,75.820349,
194,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","Collectorate, Jodhpur, Rajasthan","Jodhpur, Rajasthan, India","Jodhpur, Jodhpur Tehsil, Jodhpur District, Rajasthan, India","(26.2967719, 73.0351433, 0.0)",26.2967719,73.0351433,
195,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","Shrinath Puram, Kota, Rajasthan","Kota, Rajasthan, India",,"(25.1968256, 76.00089330885552, 0.0)",25.1968256,76.00089331,"Kota, Rajasthan, India"
196,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","Indira Colony Vistar, Pali, Rajasthan","Pali, Rajasthan, India",,"(25.6040908, 73.41560878556902, 0.0)",25.6040908,73.41560879,"Pali, Rajasthan, India"
197,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","Ashok Nagar, Udaipur, Rajasthan","Udaipur, Rajasthan, India","Udaipur, Rajasthan, 313001, India","(24.578721, 73.6862571, 0.0)",24.578721,73.6862571,
198,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","Alandur Bus Depot, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India",,"(13.0801721, 80.2838331, 0.0)",13.0801721,80.2838331,"Chennai, Chennai District, Tamil Nadu, India"
199,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB","Arumbakkam, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India","Arumbakkam, Zone 8 Anna Nagar, Chennai, Chennai District, Tamil Nadu, 600105, India","(13.074371, 80.2081312, 0.0)",13.074371,80.2081312,
200,Tamil Nadu,Chennai,"Kodungaiyur, Chennai - TNPCB","Kodungaiyur, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India","Kodungaiyur, Zone 4 Tondiarpet, Chennai, Chennai District, Tamil Nadu, 600118, India","(13.1327533, 80.2444773, 0.0)",13.1327533,80.2444773,
201,Tamil Nadu,Chennai,"Manali Village, Chennai - TNPCB","Manali Village, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India","Manali, Zone 2 Manali, Chennai, Mathavaram, Thiruvallur District, Tamil Nadu, 600068, India","(13.1672275, 80.2598107, 0.0)",13.1672275,80.2598107,
202,Tamil Nadu,Chennai,"Manali, Chennai - CPCB","Manali, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India","Manali, Zone 2 Manali, Chennai, Mathavaram, Thiruvallur District, Tamil Nadu, 600068, India","(13.1672275, 80.2598107, 0.0)",13.1672275,80.2598107,
203,Tamil Nadu,Chennai,"Royapuram, Chennai - TNPCB","Royapuram, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India","Royapuram, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600 021, India","(13.1146195, 80.2940279, 0.0)",13.1146195,80.2940279,
204,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB","Velachery Res. Area, Chennai, Tamil Nadu","Chennai, Tamil Nadu, India",,"(13.0801721, 80.2838331, 0.0)",13.0801721,80.2838331,"Chennai, Chennai District, Tamil Nadu, India"
205,Tamil Nadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","SIDCO Kurichi, Coimbatore, Tamil Nadu","Coimbatore, Tamil Nadu, India",,"(11.0018115, 76.9628425, 0.0)",11.0018115,76.9628425,"Coimbatore, Coimbatore North, Coimbatore District, Tamil Nadu, 641001, India"
206,Tamil Nadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","Meelavittan, Thoothukudi, Tamil Nadu","Thoothukudi, Tamil Nadu, India",,"(8.8052602, 78.1452745, 0.0)",8.8052602,78.1452745,"Thoothukudi, Thoothukkudi, Thoothukkudi District, Tamil Nadu, 628001, India"
207,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","Bollaram Industrial Area, Hyderabad, Telangana","Hyderabad, Telangana, India","Bollaram Road, Miyapur, CG Employees Colony, Ward 108 Miyapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Rangareddy, Telangana, 50, India","(17.5026977, 78.3645689, 0.0)",17.5026977,78.3645689,
